"source_id","entry_id","url","source_title","source_url","source_type","authority","url_status","checked_at","language","note","official","status","owner","evidence"
"argentina-health-migration-dnu-366-2025","bezopasnost-argentina","/baza-znaniy/bezopasnost-argentina","DNU 366/2025 — доступ иностранцев к медицинской помощи","https://www.argentina.gob.ar/normativa/nacional/decreto-366-2025-413297/texto","official","primary","verified","2026-07-17","es","Подтверждает бесплатную экстренную помощь и условия плановой помощи в учреждениях, управляемых национальным государством.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"visit-argentina-chaco-biennial","bienal-internacional-de-esculturas-en-resistencia","/baza-znaniy/bienal-internacional-de-esculturas-en-resistencia","Visit Argentina — Bienal Internacional de Esculturas en Resistencia","https://www.argentina.travel/actividades/bienal-internacional-de-esculturas-en-resistencia","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"bienal-chaco-2026-official","bienal-internacional-de-esculturas-en-resistencia","/baza-znaniy/bienal-internacional-de-esculturas-en-resistencia","Bienal del Chaco — edición 2026","https://bienaldelchaco.org/2026/","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"chaco-government-biennial-2026","bienal-internacional-de-esculturas-en-resistencia","/baza-znaniy/bienal-internacional-de-esculturas-en-resistencia","Gobierno del Chaco — apertura de la Bienal 2026","https://www.chaco.gov.ar/noticia-bienal-2026-resistencia-celebra-el-encuentro-mundial-del-arte-a-cielo-abierto-2026-07-18-13-16","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"bodega-submarina-en-las-grutas:source:1","bodega-submarina-en-las-grutas","/baza-znaniy/bodega-submarina-en-las-grutas","Visit Argentina — Bodega submarina en Las Grutas","https://www.argentina.travel/actividades/bodega-submarina-en-las-grutas","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"bosque-petrificado:source:1","bosque-petrificado","/baza-znaniy/bosque-petrificado","APN / общие справочные данные (факты сверены, текст переписан)","https://www.argentina.gob.ar/parquesnacionales","official","not_recorded","not_recorded","not_recorded","es","окаменевшие стволы араукарий ~150 млн лет, Санта-Крус, степной парк","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buceo-en-el-golfo-san-matias:source:1","buceo-en-el-golfo-san-matias","/baza-znaniy/buceo-en-el-golfo-san-matias","Visit Argentina — Buceo en el Golfo San Matías","https://www.argentina.travel/actividades/buceo-en-el-golfo-san-matias","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buceo-en-las-costas-de-ushuaia:source:1","buceo-en-las-costas-de-ushuaia","/baza-znaniy/buceo-en-las-costas-de-ushuaia","Visit Argentina — Buceo en las costas de Ushuaia","https://www.argentina.travel/actividades/buceo-en-las-costas-de-ushuaia","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires:source:1","buenos-aires","/baza-znaniy/buenos-aires","Expats Argentina — Best Neighborhoods for Expats in Buenos Aires","https://expatsargentina.com/blog/best-neighborhoods-expats-buenos-aires/","en_source","not_recorded","not_recorded","not_recorded","en","районы для экспатов, безопасность","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires:source:2","buenos-aires","/baza-znaniy/buenos-aires","Sol Salute — Best Neighborhoods in Buenos Aires (a local's guide)","https://solsalute.com/blog/buenos-aires-neighborhoods/","en_source","not_recorded","not_recorded","not_recorded","en","характер районов глазами местного","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires:source:3","buenos-aires","/baza-znaniy/buenos-aires","Mente Argentina — Best Buenos Aires Neighborhoods","https://www.menteargentina.com/blog/neighborhoods-in-buenos-aires/","en_source","not_recorded","not_recorded","not_recorded","en","сверка описаний районов","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires-province:source:1","buenos-aires-province","/baza-znaniy/buenos-aires-province","Visit Argentina (INPROTUR)","https://www.argentina.travel/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires-province:source:2","buenos-aires-province","/baza-znaniy/buenos-aires-province","Provincia de Buenos Aires — Turismo","https://www.buenosaires.tur.ar/","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"buenos-aires-tradicional:source:1","buenos-aires-tradicional","/baza-znaniy/buenos-aires-tradicional","Visit Argentina — Buenos Aires tradicional","https://www.argentina.travel/actividades/buenos-aires-tradicional","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"argentina-rental-expenses","byt-i-zhilyo","/baza-znaniy/byt-i-zhilyo","Argentina.gob.ar — аренда и expensas","https://www.argentina.gob.ar/node/159549","official","primary","verified","2026-07-17","es","Подтверждает обязанность арендатора оплачивать согласованные регулярные платежи и различие обычных и чрезвычайных expensas.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"enargas-safe-gas-appliances","byt-i-zhilyo","/baza-znaniy/byt-i-zhilyo","ENARGAS — безопасное использование газовых приборов","https://www.enargas.gob.ar/secciones/enargas-en-las-aulas/uso-seguro-del-gas/uso-seguro-del-gas.php","official","primary","verified","2026-07-17","es","Подтверждает виды бытовых газовых приборов, необходимость вентиляции и ежегодной проверки лицензированным специалистом.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
